Feature,Importance,Timestep,Feature_Index,Real_Feature,Feature_Family,Temporal_or_Base
timestep_7_feature_38,0.0,7,38,Avg_Fwd_Packets_PctChange5,Percentage Change,Temporal / Behaviour
timestep_7_feature_41,0.0,7,41,Avg_Fwd_Packets_ZScore5,Z-Score,Temporal / Behaviour
timestep_7_feature_43,0.0,7,43,Avg_Bwd_Packets_Diff1,Difference,Temporal / Behaviour
timestep_7_feature_44,0.0,7,44,Avg_Bwd_Packets_Diff5,Difference,Temporal / Behaviour
timestep_7_feature_45,0.0,7,45,Avg_Bwd_Packets_PctChange1,Percentage Change,Temporal / Behaviour
timestep_7_feature_46,0.0,7,46,Avg_Bwd_Packets_PctChange5,Percentage Change,Temporal / Behaviour
timestep_7_feature_49,0.0,7,49,Avg_Bwd_Packets_ZScore5,Z-Score,Temporal / Behaviour
timestep_7_feature_50,0.0,7,50,Avg_Bwd_Packets_Slope5,Slope,Temporal / Behaviour
timestep_7_feature_51,0.0,7,51,Avg_Fwd_Bytes_Diff1,Difference,Temporal / Behaviour
timestep_7_feature_79,0.0,7,79,Avg_Packets_Per_Second_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_7_feature_81,0.0,7,81,Avg_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_7_feature_82,0.0,7,82,Avg_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_7_feature_84,0.0,7,84,Avg_Packet_Length_Diff5,Difference,Temporal / Behaviour
timestep_7_feature_86,0.0,7,86,Avg_Packet_Length_PctChange5,Percentage Change,Temporal / Behaviour
timestep_7_feature_89,0.0,7,89,Avg_Packet_Length_ZScore5,Z-Score,Temporal / Behaviour
timestep_7_feature_90,0.0,7,90,Avg_Packet_Length_Slope5,Slope,Temporal / Behaviour
timestep_7_feature_91,0.0,7,91,Avg_Packet_Length_Std_Diff1,Difference,Temporal / Behaviour
timestep_7_feature_57,0.0,7,57,Avg_Fwd_Bytes_ZScore5,Z-Score,Temporal / Behaviour
timestep_7_feature_58,0.0,7,58,Avg_Fwd_Bytes_Slope5,Slope,Temporal / Behaviour
timestep_7_feature_59,0.0,7,59,Avg_Bwd_Bytes_Diff1,Difference,Temporal / Behaviour
timestep_7_feature_60,0.0,7,60,Avg_Bwd_Bytes_Diff5,Difference,Temporal / Behaviour
timestep_7_feature_61,0.0,7,61,Avg_Bwd_Bytes_PctChange1,Percentage Change,Temporal / Behaviour
timestep_7_feature_62,0.0,7,62,Avg_Bwd_Bytes_PctChange5,Percentage Change,Temporal / Behaviour
timestep_7_feature_65,0.0,7,65,Avg_Bwd_Bytes_ZScore5,Z-Score,Temporal / Behaviour
timestep_7_feature_66,0.0,7,66,Avg_Bwd_Bytes_Slope5,Slope,Temporal / Behaviour
timestep_7_feature_75,0.0,7,75,Avg_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_7_feature_76,0.0,7,76,Avg_Packets_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_7_feature_77,0.0,7,77,Avg_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_4_feature_33,0.0,4,33,Avg_Flow_Duration_ZScore5,Z-Score,Temporal / Behaviour
timestep_4_feature_34,0.0,4,34,Avg_Flow_Duration_Slope5,Slope,Temporal / Behaviour
timestep_4_feature_35,0.0,4,35,Avg_Fwd_Packets_Diff1,Difference,Temporal / Behaviour
timestep_4_feature_36,0.0,4,36,Avg_Fwd_Packets_Diff5,Difference,Temporal / Behaviour
timestep_4_feature_37,0.0,4,37,Avg_Fwd_Packets_PctChange1,Percentage Change,Temporal / Behaviour
timestep_4_feature_38,0.0,4,38,Avg_Fwd_Packets_PctChange5,Percentage Change,Temporal / Behaviour
timestep_4_feature_42,0.0,4,42,Avg_Fwd_Packets_Slope5,Slope,Temporal / Behaviour
timestep_4_feature_43,0.0,4,43,Avg_Bwd_Packets_Diff1,Difference,Temporal / Behaviour
timestep_7_feature_78,0.0,7,78,Avg_Packets_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_2_feature_35,0.0,2,35,Avg_Fwd_Packets_Diff1,Difference,Temporal / Behaviour
timestep_7_feature_113,0.0,7,113,Avg_Bwd_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_7_feature_92,0.0,7,92,Avg_Packet_Length_Std_Diff5,Difference,Temporal / Behaviour
timestep_7_feature_93,0.0,7,93,Avg_Packet_Length_Std_PctChange1,Percentage Change,Temporal / Behaviour
timestep_7_feature_97,0.0,7,97,Avg_Packet_Length_Std_ZScore5,Z-Score,Temporal / Behaviour
timestep_7_feature_98,0.0,7,98,Avg_Packet_Length_Std_Slope5,Slope,Temporal / Behaviour
timestep_7_feature_99,0.0,7,99,Avg_Fwd_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_7_feature_100,0.0,7,100,Avg_Fwd_Packets_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_7_feature_101,0.0,7,101,Avg_Fwd_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_7_feature_102,0.0,7,102,Avg_Fwd_Packets_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_7_feature_103,0.0,7,103,Avg_Fwd_Packets_Per_Second_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_7_feature_106,0.0,7,106,Avg_Fwd_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_7_feature_107,0.0,7,107,Avg_Bwd_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_7_feature_109,0.0,7,109,Avg_Bwd_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_7_feature_74,0.0,7,74,Avg_Bytes_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_7_feature_125,0.0,7,125,RST_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_7_feature_127,0.0,7,127,RST_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_7_feature_129,0.0,7,129,RST_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_7_feature_131,0.0,7,131,PSH_Count_Diff1,Difference,Temporal / Behaviour
timestep_7_feature_110,0.0,7,110,Avg_Bwd_Packets_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_2_feature_20,0.0,2,20,Flow_Count_Diff5,Difference,Temporal / Behaviour
timestep_2_feature_21,0.0,2,21,Flow_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_2_feature_22,0.0,2,22,Flow_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_2_feature_26,0.0,2,26,Flow_Count_Slope5,Slope,Temporal / Behaviour
timestep_2_feature_27,0.0,2,27,Avg_Flow_Duration_Diff1,Difference,Temporal / Behaviour
timestep_2_feature_28,0.0,2,28,Avg_Flow_Duration_Diff5,Difference,Temporal / Behaviour
timestep_2_feature_29,0.0,2,29,Avg_Flow_Duration_PctChange1,Percentage Change,Temporal / Behaviour
timestep_2_feature_30,0.0,2,30,Avg_Flow_Duration_PctChange5,Percentage Change,Temporal / Behaviour
timestep_2_feature_33,0.0,2,33,Avg_Flow_Duration_ZScore5,Z-Score,Temporal / Behaviour
timestep_2_feature_34,0.0,2,34,Avg_Flow_Duration_Slope5,Slope,Temporal / Behaviour
timestep_7_feature_139,0.0,7,139,ACK_Count_Diff1,Difference,Temporal / Behaviour
timestep_7_feature_140,0.0,7,140,ACK_Count_Diff5,Difference,Temporal / Behaviour
timestep_7_feature_141,0.0,7,141,ACK_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_7_feature_142,0.0,7,142,ACK_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_7_feature_144,0.0,7,144,ACK_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_7_feature_146,0.0,7,146,ACK_Count_Slope5,Slope,Temporal / Behaviour
timestep_7_feature_147,0.0,7,147,Unique_Destination_Ports_Diff1,Difference,Temporal / Behaviour
timestep_7_feature_150,0.0,7,150,Unique_Destination_Ports_PctChange5,Percentage Change,Temporal / Behaviour
timestep_7_feature_114,0.0,7,114,Avg_Bwd_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_7_feature_116,0.0,7,116,SYN_Count_Diff5,Difference,Temporal / Behaviour
timestep_7_feature_117,0.0,7,117,SYN_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_7_feature_118,0.0,7,118,SYN_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_7_feature_121,0.0,7,121,SYN_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_7_feature_122,0.0,7,122,SYN_Count_Slope5,Slope,Temporal / Behaviour
timestep_7_feature_123,0.0,7,123,RST_Count_Diff1,Difference,Temporal / Behaviour
timestep_7_feature_134,0.0,7,134,PSH_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_7_feature_137,0.0,7,137,PSH_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_4_feature_19,0.0,4,19,Flow_Count_Diff1,Difference,Temporal / Behaviour
timestep_4_feature_20,0.0,4,20,Flow_Count_Diff5,Difference,Temporal / Behaviour
timestep_4_feature_21,0.0,4,21,Flow_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_4_feature_22,0.0,4,22,Flow_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_4_feature_24,0.0,4,24,Flow_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_4_feature_26,0.0,4,26,Flow_Count_Slope5,Slope,Temporal / Behaviour
timestep_3_feature_153,0.0,3,153,Unique_Destination_Ports_ZScore5,Z-Score,Temporal / Behaviour
timestep_3_feature_154,0.0,3,154,Unique_Destination_Ports_Slope5,Slope,Temporal / Behaviour
timestep_7_feature_138,0.0,7,138,PSH_Count_Slope5,Slope,Temporal / Behaviour
timestep_1_feature_35,0.0,1,35,Avg_Fwd_Packets_Diff1,Difference,Temporal / Behaviour
timestep_2_feature_19,0.0,2,19,Flow_Count_Diff1,Difference,Temporal / Behaviour
timestep_7_feature_153,0.0,7,153,Unique_Destination_Ports_ZScore5,Z-Score,Temporal / Behaviour
timestep_7_feature_154,0.0,7,154,Unique_Destination_Ports_Slope5,Slope,Temporal / Behaviour
timestep_7_feature_160,0.0,7,160,Bwd_Fwd_Byte_Ratio,Behaviour Ratio,Temporal / Behaviour
timestep_1_feature_34,0.0,1,34,Avg_Flow_Duration_Slope5,Slope,Temporal / Behaviour
timestep_1_feature_33,0.0,1,33,Avg_Flow_Duration_ZScore5,Z-Score,Temporal / Behaviour
timestep_1_feature_30,0.0,1,30,Avg_Flow_Duration_PctChange5,Percentage Change,Temporal / Behaviour
timestep_1_feature_29,0.0,1,29,Avg_Flow_Duration_PctChange1,Percentage Change,Temporal / Behaviour
timestep_1_feature_28,0.0,1,28,Avg_Flow_Duration_Diff5,Difference,Temporal / Behaviour
timestep_8_feature_27,0.0,8,27,Avg_Flow_Duration_Diff1,Difference,Temporal / Behaviour
timestep_8_feature_28,0.0,8,28,Avg_Flow_Duration_Diff5,Difference,Temporal / Behaviour
timestep_8_feature_29,0.0,8,29,Avg_Flow_Duration_PctChange1,Percentage Change,Temporal / Behaviour
timestep_8_feature_30,0.0,8,30,Avg_Flow_Duration_PctChange5,Percentage Change,Temporal / Behaviour
timestep_1_feature_27,0.0,1,27,Avg_Flow_Duration_Diff1,Difference,Temporal / Behaviour
timestep_8_feature_33,0.0,8,33,Avg_Flow_Duration_ZScore5,Z-Score,Temporal / Behaviour
timestep_8_feature_34,0.0,8,34,Avg_Flow_Duration_Slope5,Slope,Temporal / Behaviour
timestep_8_feature_35,0.0,8,35,Avg_Fwd_Packets_Diff1,Difference,Temporal / Behaviour
timestep_8_feature_36,0.0,8,36,Avg_Fwd_Packets_Diff5,Difference,Temporal / Behaviour
timestep_1_feature_26,0.0,1,26,Flow_Count_Slope5,Slope,Temporal / Behaviour
timestep_8_feature_44,0.0,8,44,Avg_Bwd_Packets_Diff5,Difference,Temporal / Behaviour
timestep_8_feature_45,0.0,8,45,Avg_Bwd_Packets_PctChange1,Percentage Change,Temporal / Behaviour
timestep_8_feature_46,0.0,8,46,Avg_Bwd_Packets_PctChange5,Percentage Change,Temporal / Behaviour
timestep_8_feature_49,0.0,8,49,Avg_Bwd_Packets_ZScore5,Z-Score,Temporal / Behaviour
timestep_8_feature_50,0.0,8,50,Avg_Bwd_Packets_Slope5,Slope,Temporal / Behaviour
timestep_8_feature_53,0.0,8,53,Avg_Fwd_Bytes_PctChange1,Percentage Change,Temporal / Behaviour
timestep_8_feature_57,0.0,8,57,Avg_Fwd_Bytes_ZScore5,Z-Score,Temporal / Behaviour
timestep_8_feature_19,0.0,8,19,Flow_Count_Diff1,Difference,Temporal / Behaviour
timestep_8_feature_20,0.0,8,20,Flow_Count_Diff5,Difference,Temporal / Behaviour
timestep_8_feature_22,0.0,8,22,Flow_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_8_feature_26,0.0,8,26,Flow_Count_Slope5,Slope,Temporal / Behaviour
timestep_8_feature_37,0.0,8,37,Avg_Fwd_Packets_PctChange1,Percentage Change,Temporal / Behaviour
timestep_8_feature_38,0.0,8,38,Avg_Fwd_Packets_PctChange5,Percentage Change,Temporal / Behaviour
timestep_10_feature_130,0.0,10,130,RST_Count_Slope5,Slope,Temporal / Behaviour
timestep_3_feature_160,0.0,3,160,Bwd_Fwd_Byte_Ratio,Behaviour Ratio,Temporal / Behaviour
timestep_8_feature_42,0.0,8,42,Avg_Fwd_Packets_Slope5,Slope,Temporal / Behaviour
timestep_8_feature_43,0.0,8,43,Avg_Bwd_Packets_Diff1,Difference,Temporal / Behaviour
timestep_8_feature_88,0.0,8,88,Avg_Packet_Length_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_8_feature_89,0.0,8,89,Avg_Packet_Length_ZScore5,Z-Score,Temporal / Behaviour
timestep_8_feature_90,0.0,8,90,Avg_Packet_Length_Slope5,Slope,Temporal / Behaviour
timestep_8_feature_91,0.0,8,91,Avg_Packet_Length_Std_Diff1,Difference,Temporal / Behaviour
timestep_8_feature_59,0.0,8,59,Avg_Bwd_Bytes_Diff1,Difference,Temporal / Behaviour
timestep_8_feature_60,0.0,8,60,Avg_Bwd_Bytes_Diff5,Difference,Temporal / Behaviour
timestep_8_feature_62,0.0,8,62,Avg_Bwd_Bytes_PctChange5,Percentage Change,Temporal / Behaviour
timestep_10_feature_131,0.0,10,131,PSH_Count_Diff1,Difference,Temporal / Behaviour
timestep_8_feature_65,0.0,8,65,Avg_Bwd_Bytes_ZScore5,Z-Score,Temporal / Behaviour
timestep_8_feature_66,0.0,8,66,Avg_Bwd_Bytes_Slope5,Slope,Temporal / Behaviour
timestep_8_feature_68,0.0,8,68,Avg_Bytes_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_8_feature_69,0.0,8,69,Avg_Bytes_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_8_feature_70,0.0,8,70,Avg_Bytes_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_8_feature_73,0.0,8,73,Avg_Bytes_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_8_feature_74,0.0,8,74,Avg_Bytes_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_8_feature_75,0.0,8,75,Avg_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_10_feature_139,0.0,10,139,ACK_Count_Diff1,Difference,Temporal / Behaviour
timestep_3_feature_149,0.0,3,149,Unique_Destination_Ports_PctChange1,Percentage Change,Temporal / Behaviour
timestep_3_feature_150,0.0,3,150,Unique_Destination_Ports_PctChange5,Percentage Change,Temporal / Behaviour
timestep_3_feature_131,0.0,3,131,PSH_Count_Diff1,Difference,Temporal / Behaviour
timestep_3_feature_133,0.0,3,133,PSH_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_8_feature_82,0.0,8,82,Avg_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_8_feature_83,0.0,8,83,Avg_Packet_Length_Diff1,Difference,Temporal / Behaviour
timestep_8_feature_84,0.0,8,84,Avg_Packet_Length_Diff5,Difference,Temporal / Behaviour
timestep_10_feature_160,0.0,10,160,Bwd_Fwd_Byte_Ratio,Behaviour Ratio,Temporal / Behaviour
timestep_8_feature_86,0.0,8,86,Avg_Packet_Length_PctChange5,Percentage Change,Temporal / Behaviour
timestep_8_feature_114,0.0,8,114,Avg_Bwd_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_8_feature_115,0.0,8,115,SYN_Count_Diff1,Difference,Temporal / Behaviour
timestep_8_feature_116,0.0,8,116,SYN_Count_Diff5,Difference,Temporal / Behaviour
timestep_8_feature_117,0.0,8,117,SYN_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_8_feature_93,0.0,8,93,Avg_Packet_Length_Std_PctChange1,Percentage Change,Temporal / Behaviour
timestep_1_feature_154,0.0,1,154,Unique_Destination_Ports_Slope5,Slope,Temporal / Behaviour
timestep_1_feature_160,0.0,1,160,Bwd_Fwd_Byte_Ratio,Behaviour Ratio,Temporal / Behaviour
timestep_8_feature_94,0.0,8,94,Avg_Packet_Length_Std_PctChange5,Percentage Change,Temporal / Behaviour
timestep_8_feature_97,0.0,8,97,Avg_Packet_Length_Std_ZScore5,Z-Score,Temporal / Behaviour
timestep_8_feature_76,0.0,8,76,Avg_Packets_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_8_feature_78,0.0,8,78,Avg_Packets_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_8_feature_79,0.0,8,79,Avg_Packets_Per_Second_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_10_feature_97,0.0,10,97,Avg_Packet_Length_Std_ZScore5,Z-Score,Temporal / Behaviour
timestep_8_feature_105,0.0,8,105,Avg_Fwd_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_10_feature_98,0.0,10,98,Avg_Packet_Length_Std_Slope5,Slope,Temporal / Behaviour
timestep_3_feature_137,0.0,3,137,PSH_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_3_feature_138,0.0,3,138,PSH_Count_Slope5,Slope,Temporal / Behaviour
timestep_3_feature_139,0.0,3,139,ACK_Count_Diff1,Difference,Temporal / Behaviour
timestep_3_feature_140,0.0,3,140,ACK_Count_Diff5,Difference,Temporal / Behaviour
timestep_3_feature_141,0.0,3,141,ACK_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_3_feature_142,0.0,3,142,ACK_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_3_feature_146,0.0,3,146,ACK_Count_Slope5,Slope,Temporal / Behaviour
timestep_3_feature_109,0.0,3,109,Avg_Bwd_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_8_feature_106,0.0,8,106,Avg_Fwd_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_8_feature_107,0.0,8,107,Avg_Bwd_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_8_feature_109,0.0,8,109,Avg_Bwd_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_10_feature_99,0.0,10,99,Avg_Fwd_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_8_feature_113,0.0,8,113,Avg_Bwd_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_1_feature_145,0.0,1,145,ACK_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_1_feature_146,0.0,1,146,ACK_Count_Slope5,Slope,Temporal / Behaviour
timestep_1_feature_147,0.0,1,147,Unique_Destination_Ports_Diff1,Difference,Temporal / Behaviour
timestep_8_feature_142,0.0,8,142,ACK_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_8_feature_144,0.0,8,144,ACK_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_8_feature_121,0.0,8,121,SYN_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_8_feature_122,0.0,8,122,SYN_Count_Slope5,Slope,Temporal / Behaviour
timestep_8_feature_123,0.0,8,123,RST_Count_Diff1,Difference,Temporal / Behaviour
timestep_8_feature_125,0.0,8,125,RST_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_8_feature_133,0.0,8,133,PSH_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_10_feature_100,0.0,10,100,Avg_Fwd_Packets_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_8_feature_137,0.0,8,137,PSH_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_8_feature_138,0.0,8,138,PSH_Count_Slope5,Slope,Temporal / Behaviour
timestep_8_feature_139,0.0,8,139,ACK_Count_Diff1,Difference,Temporal / Behaviour
timestep_8_feature_101,0.0,8,101,Avg_Fwd_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_8_feature_102,0.0,8,102,Avg_Fwd_Packets_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_1_feature_134,0.0,1,134,PSH_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_3_feature_113,0.0,3,113,Avg_Bwd_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_3_feature_114,0.0,3,114,Avg_Bwd_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_3_feature_116,0.0,3,116,SYN_Count_Diff5,Difference,Temporal / Behaviour
timestep_4_feature_121,0.0,4,121,SYN_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_3_feature_123,0.0,3,123,RST_Count_Diff1,Difference,Temporal / Behaviour
timestep_3_feature_125,0.0,3,125,RST_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_3_feature_127,0.0,3,127,RST_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_3_feature_90,0.0,3,90,Avg_Packet_Length_Slope5,Slope,Temporal / Behaviour
timestep_3_feature_91,0.0,3,91,Avg_Packet_Length_Std_Diff1,Difference,Temporal / Behaviour
timestep_3_feature_93,0.0,3,93,Avg_Packet_Length_Std_PctChange1,Percentage Change,Temporal / Behaviour
timestep_1_feature_137,0.0,1,137,PSH_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_1_feature_138,0.0,1,138,PSH_Count_Slope5,Slope,Temporal / Behaviour
timestep_1_feature_141,0.0,1,141,ACK_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_1_feature_142,0.0,1,142,ACK_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_1_feature_130,0.0,1,130,RST_Count_Slope5,Slope,Temporal / Behaviour
timestep_1_feature_131,0.0,1,131,PSH_Count_Diff1,Difference,Temporal / Behaviour
timestep_8_feature_145,0.0,8,145,ACK_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_8_feature_146,0.0,8,146,ACK_Count_Slope5,Slope,Temporal / Behaviour
timestep_8_feature_147,0.0,8,147,Unique_Destination_Ports_Diff1,Difference,Temporal / Behaviour
timestep_8_feature_148,0.0,8,148,Unique_Destination_Ports_Diff5,Difference,Temporal / Behaviour
timestep_8_feature_150,0.0,8,150,Unique_Destination_Ports_PctChange5,Percentage Change,Temporal / Behaviour
timestep_8_feature_153,0.0,8,153,Unique_Destination_Ports_ZScore5,Z-Score,Temporal / Behaviour
timestep_8_feature_154,0.0,8,154,Unique_Destination_Ports_Slope5,Slope,Temporal / Behaviour
timestep_8_feature_160,0.0,8,160,Bwd_Fwd_Byte_Ratio,Behaviour Ratio,Temporal / Behaviour
timestep_8_feature_140,0.0,8,140,ACK_Count_Diff5,Difference,Temporal / Behaviour
timestep_8_feature_141,0.0,8,141,ACK_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_4_feature_138,0.0,4,138,PSH_Count_Slope5,Slope,Temporal / Behaviour
timestep_9_feature_28,0.0,9,28,Avg_Flow_Duration_Diff5,Difference,Temporal / Behaviour
timestep_9_feature_29,0.0,9,29,Avg_Flow_Duration_PctChange1,Percentage Change,Temporal / Behaviour
timestep_9_feature_30,0.0,9,30,Avg_Flow_Duration_PctChange5,Percentage Change,Temporal / Behaviour
timestep_9_feature_33,0.0,9,33,Avg_Flow_Duration_ZScore5,Z-Score,Temporal / Behaviour
timestep_9_feature_34,0.0,9,34,Avg_Flow_Duration_Slope5,Slope,Temporal / Behaviour
timestep_9_feature_35,0.0,9,35,Avg_Fwd_Packets_Diff1,Difference,Temporal / Behaviour
timestep_9_feature_36,0.0,9,36,Avg_Fwd_Packets_Diff5,Difference,Temporal / Behaviour
timestep_9_feature_37,0.0,9,37,Avg_Fwd_Packets_PctChange1,Percentage Change,Temporal / Behaviour
timestep_9_feature_38,0.0,9,38,Avg_Fwd_Packets_PctChange5,Percentage Change,Temporal / Behaviour
timestep_4_feature_139,0.0,4,139,ACK_Count_Diff1,Difference,Temporal / Behaviour
timestep_4_feature_140,0.0,4,140,ACK_Count_Diff5,Difference,Temporal / Behaviour
timestep_4_feature_145,0.0,4,145,ACK_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_4_feature_146,0.0,4,146,ACK_Count_Slope5,Slope,Temporal / Behaviour
timestep_1_feature_122,0.0,1,122,SYN_Count_Slope5,Slope,Temporal / Behaviour
timestep_1_feature_129,0.0,1,129,RST_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_9_feature_45,0.0,9,45,Avg_Bwd_Packets_PctChange1,Percentage Change,Temporal / Behaviour
timestep_9_feature_46,0.0,9,46,Avg_Bwd_Packets_PctChange5,Percentage Change,Temporal / Behaviour
timestep_9_feature_49,0.0,9,49,Avg_Bwd_Packets_ZScore5,Z-Score,Temporal / Behaviour
timestep_4_feature_148,0.0,4,148,Unique_Destination_Ports_Diff5,Difference,Temporal / Behaviour
timestep_9_feature_51,0.0,9,51,Avg_Fwd_Bytes_Diff1,Difference,Temporal / Behaviour
timestep_9_feature_53,0.0,9,53,Avg_Fwd_Bytes_PctChange1,Percentage Change,Temporal / Behaviour
timestep_9_feature_58,0.0,9,58,Avg_Fwd_Bytes_Slope5,Slope,Temporal / Behaviour
timestep_9_feature_59,0.0,9,59,Avg_Bwd_Bytes_Diff1,Difference,Temporal / Behaviour
timestep_4_feature_150,0.0,4,150,Unique_Destination_Ports_PctChange5,Percentage Change,Temporal / Behaviour
timestep_4_feature_160,0.0,4,160,Bwd_Fwd_Byte_Ratio,Behaviour Ratio,Temporal / Behaviour
timestep_2_feature_116,0.0,2,116,SYN_Count_Diff5,Difference,Temporal / Behaviour
timestep_9_feature_25,0.0,9,25,Flow_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_9_feature_26,0.0,9,26,Flow_Count_Slope5,Slope,Temporal / Behaviour
timestep_9_feature_27,0.0,9,27,Avg_Flow_Duration_Diff1,Difference,Temporal / Behaviour
timestep_9_feature_41,0.0,9,41,Avg_Fwd_Packets_ZScore5,Z-Score,Temporal / Behaviour
timestep_9_feature_43,0.0,9,43,Avg_Bwd_Packets_Diff1,Difference,Temporal / Behaviour
timestep_4_feature_118,0.0,4,118,SYN_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_5_feature_19,0.0,5,19,Flow_Count_Diff1,Difference,Temporal / Behaviour
timestep_3_feature_98,0.0,3,98,Avg_Packet_Length_Std_Slope5,Slope,Temporal / Behaviour
timestep_3_feature_99,0.0,3,99,Avg_Fwd_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_3_feature_101,0.0,3,101,Avg_Fwd_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_5_feature_20,0.0,5,20,Flow_Count_Diff5,Difference,Temporal / Behaviour
timestep_3_feature_103,0.0,3,103,Avg_Fwd_Packets_Per_Second_RollingMean5,Rolling Mean,Temporal / Behaviour
