Feature,Importance
timestep_5_feature_97,0.0
timestep_5_feature_99,0.0
timestep_5_feature_101,0.0
timestep_5_feature_105,0.0
timestep_5_feature_106,0.0
timestep_2_feature_105,0.0
timestep_2_feature_107,0.0
timestep_2_feature_108,0.0
timestep_2_feature_109,0.0
timestep_2_feature_113,0.0
timestep_2_feature_114,0.0
timestep_2_feature_115,0.0
timestep_5_feature_81,0.0
timestep_5_feature_86,0.0
timestep_5_feature_89,0.0
timestep_2_feature_138,0.0
timestep_2_feature_139,0.0
timestep_2_feature_141,0.0
timestep_2_feature_145,0.0
timestep_2_feature_146,0.0
timestep_4_feature_114,0.0
timestep_4_feature_115,0.0
timestep_4_feature_117,0.0
timestep_4_feature_93,0.0
timestep_4_feature_97,0.0
timestep_5_feature_139,0.0
timestep_5_feature_140,0.0
timestep_5_feature_144,0.0
timestep_5_feature_107,0.0
timestep_5_feature_109,0.0
timestep_5_feature_110,0.0
timestep_5_feature_113,0.0
timestep_5_feature_114,0.0
timestep_5_feature_117,0.0
timestep_5_feature_118,0.0
timestep_5_feature_121,0.0
timestep_5_feature_123,0.0
timestep_5_feature_125,0.0
timestep_2_feature_97,0.0
timestep_2_feature_98,0.0
timestep_2_feature_99,0.0
timestep_5_feature_145,0.0
timestep_5_feature_147,0.0
timestep_5_feature_148,0.0
timestep_5_feature_149,0.0
timestep_5_feature_129,0.0
timestep_5_feature_131,0.0
timestep_5_feature_133,0.0
timestep_5_feature_134,0.0
timestep_5_feature_137,0.0
timestep_5_feature_138,0.0
timestep_4_feature_99,0.0
timestep_4_feature_100,0.0
timestep_4_feature_101,0.0
timestep_4_feature_102,0.0
timestep_4_feature_105,0.0
timestep_4_feature_106,0.0
timestep_4_feature_107,0.0
timestep_4_feature_108,0.0
timestep_4_feature_110,0.0
timestep_4_feature_74,0.0
timestep_4_feature_75,0.0
timestep_4_feature_76,0.0
timestep_2_feature_91,0.0
timestep_2_feature_93,0.0
timestep_6_feature_33,0.0
timestep_5_feature_153,0.0
timestep_5_feature_154,0.0
timestep_5_feature_158,0.0
timestep_5_feature_160,0.0
timestep_6_feature_3,0.0
timestep_6_feature_4,0.0
timestep_6_feature_6,0.0
timestep_6_feature_7,0.0
timestep_6_feature_10,0.0
timestep_2_feature_85,0.0
timestep_2_feature_86,0.0
timestep_2_feature_89,0.0
timestep_2_feature_90,0.0
timestep_6_feature_46,0.0
timestep_2_feature_68,0.0
timestep_2_feature_69,0.0
timestep_6_feature_13,0.0
timestep_6_feature_14,0.0
timestep_6_feature_17,0.0
timestep_6_feature_18,0.0
timestep_6_feature_19,0.0
timestep_6_feature_20,0.0
timestep_6_feature_21,0.0
timestep_6_feature_25,0.0
timestep_6_feature_26,0.0
timestep_6_feature_27,0.0
timestep_6_feature_29,0.0
timestep_6_feature_30,0.0
timestep_2_feature_82,0.0
timestep_2_feature_83,0.0
timestep_6_feature_49,0.0
timestep_6_feature_50,0.0
timestep_6_feature_52,0.0
timestep_6_feature_53,0.0
timestep_6_feature_34,0.0
timestep_6_feature_35,0.0
timestep_6_feature_36,0.0
timestep_6_feature_38,0.0
timestep_5_feature_92,0.0
timestep_6_feature_42,0.0
timestep_6_feature_43,0.0
timestep_6_feature_44,0.0
timestep_6_feature_45,0.0
timestep_6_feature_62,0.0
timestep_6_feature_63,0.0
timestep_6_feature_65,0.0
timestep_6_feature_66,0.0
timestep_6_feature_67,0.0
timestep_6_feature_68,0.0
timestep_6_feature_69,0.0
timestep_6_feature_70,0.0
timestep_2_feature_73,0.0
timestep_2_feature_74,0.0
timestep_2_feature_76,0.0
timestep_2_feature_77,0.0
timestep_2_feature_79,0.0
timestep_2_feature_81,0.0
timestep_4_feature_58,0.0
timestep_6_feature_77,0.0
timestep_6_feature_78,0.0
timestep_6_feature_81,0.0
timestep_6_feature_82,0.0
timestep_6_feature_84,0.0
timestep_6_feature_85,0.0
timestep_6_feature_86,0.0
timestep_6_feature_89,0.0
timestep_6_feature_90,0.0
timestep_6_feature_57,0.0
timestep_6_feature_58,0.0
timestep_6_feature_59,0.0
timestep_6_feature_60,0.0
timestep_6_feature_74,0.0
timestep_6_feature_75,0.0
timestep_6_feature_76,0.0
timestep_4_feature_77,0.0
timestep_4_feature_79,0.0
timestep_4_feature_81,0.0
timestep_4_feature_82,0.0
timestep_4_feature_83,0.0
timestep_4_feature_84,0.0
timestep_4_feature_85,0.0
timestep_4_feature_86,0.0
timestep_4_feature_88,0.0
timestep_4_feature_89,0.0
timestep_4_feature_91,0.0
timestep_4_feature_53,0.0
timestep_6_feature_123,0.0
timestep_6_feature_125,0.0
timestep_6_feature_127,0.0
timestep_6_feature_91,0.0
timestep_6_feature_92,0.0
timestep_6_feature_93,0.0
timestep_6_feature_94,0.0
timestep_6_feature_98,0.0
timestep_6_feature_99,0.0
timestep_6_feature_100,0.0
timestep_6_feature_101,0.0
timestep_6_feature_102,0.0
timestep_6_feature_105,0.0
timestep_2_feature_61,0.0
timestep_2_feature_62,0.0
timestep_2_feature_65,0.0
timestep_2_feature_66,0.0
timestep_2_feature_67,0.0
timestep_6_feature_130,0.0
timestep_6_feature_131,0.0
timestep_6_feature_107,0.0
timestep_6_feature_109,0.0
timestep_6_feature_110,0.0
timestep_6_feature_113,0.0
timestep_6_feature_114,0.0
timestep_6_feature_116,0.0
timestep_6_feature_117,0.0
timestep_6_feature_118,0.0
timestep_6_feature_121,0.0
timestep_2_feature_57,0.0
timestep_4_feature_59,0.0
timestep_4_feature_60,0.0
timestep_4_feature_61,0.0
timestep_4_feature_63,0.0
timestep_4_feature_66,0.0
timestep_4_feature_67,0.0
timestep_4_feature_68,0.0
timestep_4_feature_69,0.0
timestep_4_feature_70,0.0
timestep_4_feature_45,0.0
timestep_4_feature_46,0.0
timestep_2_feature_148,0.0
timestep_2_feature_59,0.0
timestep_7_feature_6,0.0
timestep_7_feature_11,0.0
timestep_6_feature_133,0.0
timestep_6_feature_134,0.0
timestep_6_feature_138,0.0
timestep_6_feature_139,0.0
timestep_6_feature_140,0.0
timestep_6_feature_141,0.0
timestep_6_feature_142,0.0
timestep_6_feature_145,0.0
timestep_6_feature_146,0.0
timestep_6_feature_147,0.0
timestep_6_feature_148,0.0
timestep_6_feature_149,0.0
timestep_2_feature_53,0.0
timestep_7_feature_21,0.0
timestep_7_feature_22,0.0
timestep_7_feature_23,0.0
timestep_7_feature_25,0.0
timestep_7_feature_27,0.0
timestep_7_feature_28,0.0
timestep_7_feature_29,0.0
timestep_7_feature_30,0.0
timestep_6_feature_153,0.0
timestep_6_feature_158,0.0
timestep_6_feature_160,0.0
timestep_7_feature_4,0.0
timestep_7_feature_5,0.0
timestep_7_feature_13,0.0
timestep_7_feature_16,0.0
timestep_7_feature_17,0.0
timestep_2_feature_150,0.0
timestep_2_feature_153,0.0
timestep_2_feature_154,0.0
timestep_2_feature_158,0.0
timestep_4_feature_50,0.0
timestep_4_feature_28,0.0
timestep_4_feature_29,0.0
timestep_4_feature_30,0.0
timestep_7_feature_18,0.0
timestep_7_feature_19,0.0
timestep_7_feature_20,0.0
timestep_7_feature_52,0.0
timestep_7_feature_53,0.0
timestep_2_feature_36,0.0
timestep_2_feature_37,0.0
timestep_2_feature_38,0.0
timestep_2_feature_41,0.0
timestep_2_feature_42,0.0
timestep_2_feature_43,0.0
timestep_2_feature_44,0.0
timestep_2_feature_46,0.0
timestep_2_feature_49,0.0
timestep_2_feature_50,0.0
timestep_2_feature_51,0.0
timestep_7_feature_34,0.0
timestep_7_feature_67,0.0
timestep_7_feature_68,0.0
timestep_7_feature_70,0.0
timestep_7_feature_73,0.0
timestep_7_feature_35,0.0
timestep_7_feature_36,0.0
timestep_7_feature_37,0.0
timestep_7_feature_38,0.0
timestep_7_feature_41,0.0
timestep_7_feature_43,0.0
timestep_7_feature_44,0.0
timestep_7_feature_45,0.0
timestep_7_feature_46,0.0
timestep_7_feature_49,0.0
timestep_7_feature_50,0.0
timestep_7_feature_51,0.0
timestep_7_feature_79,0.0
timestep_7_feature_81,0.0
timestep_7_feature_82,0.0
timestep_7_feature_84,0.0
timestep_7_feature_86,0.0
timestep_7_feature_89,0.0
timestep_7_feature_90,0.0
timestep_7_feature_91,0.0
timestep_7_feature_57,0.0
timestep_7_feature_58,0.0
timestep_7_feature_59,0.0
timestep_7_feature_60,0.0
timestep_7_feature_61,0.0
timestep_7_feature_62,0.0
timestep_7_feature_65,0.0
timestep_7_feature_66,0.0
timestep_7_feature_75,0.0
timestep_7_feature_76,0.0
timestep_7_feature_77,0.0
timestep_4_feature_33,0.0
timestep_4_feature_34,0.0
timestep_4_feature_35,0.0
timestep_4_feature_36,0.0
timestep_4_feature_37,0.0
timestep_4_feature_38,0.0
timestep_4_feature_42,0.0
timestep_4_feature_43,0.0
timestep_4_feature_8,0.0
timestep_4_feature_9,0.0
timestep_4_feature_11,0.0
timestep_7_feature_78,0.0
timestep_2_feature_35,0.0
timestep_7_feature_113,0.0
timestep_7_feature_92,0.0
timestep_7_feature_93,0.0
timestep_7_feature_97,0.0
timestep_7_feature_98,0.0
timestep_7_feature_99,0.0
timestep_7_feature_100,0.0
timestep_7_feature_101,0.0
timestep_7_feature_102,0.0
timestep_7_feature_103,0.0
timestep_7_feature_106,0.0
timestep_7_feature_107,0.0
timestep_7_feature_109,0.0
timestep_7_feature_74,0.0
timestep_7_feature_125,0.0
timestep_7_feature_127,0.0
timestep_7_feature_129,0.0
timestep_7_feature_131,0.0
timestep_7_feature_110,0.0
timestep_2_feature_20,0.0
timestep_2_feature_21,0.0
timestep_2_feature_22,0.0
timestep_2_feature_26,0.0
timestep_2_feature_27,0.0
timestep_2_feature_28,0.0
timestep_2_feature_29,0.0
timestep_2_feature_30,0.0
timestep_2_feature_33,0.0
timestep_2_feature_34,0.0
timestep_7_feature_139,0.0
timestep_7_feature_140,0.0
timestep_7_feature_141,0.0
timestep_7_feature_142,0.0
timestep_7_feature_144,0.0
timestep_7_feature_146,0.0
timestep_7_feature_147,0.0
timestep_7_feature_150,0.0
timestep_7_feature_114,0.0
timestep_1_feature_8,0.0
timestep_7_feature_116,0.0
timestep_7_feature_117,0.0
timestep_7_feature_118,0.0
timestep_7_feature_121,0.0
timestep_7_feature_122,0.0
timestep_7_feature_123,0.0
timestep_7_feature_134,0.0
timestep_1_feature_9,0.0
timestep_7_feature_137,0.0
timestep_4_feature_13,0.0
timestep_4_feature_16,0.0
timestep_4_feature_17,0.0
timestep_4_feature_18,0.0
timestep_4_feature_19,0.0
timestep_4_feature_20,0.0
timestep_4_feature_21,0.0
timestep_4_feature_22,0.0
timestep_4_feature_24,0.0
timestep_4_feature_26,0.0
timestep_3_feature_153,0.0
timestep_3_feature_154,0.0
timestep_7_feature_138,0.0
timestep_1_feature_35,0.0
timestep_2_feature_17,0.0
timestep_2_feature_18,0.0
timestep_2_feature_19,0.0
timestep_7_feature_153,0.0
timestep_7_feature_154,0.0
timestep_7_feature_158,0.0
timestep_7_feature_160,0.0
timestep_1_feature_34,0.0
timestep_1_feature_33,0.0
timestep_8_feature_4,0.0
timestep_1_feature_30,0.0
timestep_8_feature_7,0.0
timestep_1_feature_29,0.0
timestep_8_feature_11,0.0
timestep_1_feature_28,0.0
timestep_8_feature_27,0.0
timestep_8_feature_28,0.0
timestep_8_feature_29,0.0
timestep_8_feature_30,0.0
timestep_1_feature_27,0.0
timestep_8_feature_33,0.0
timestep_8_feature_34,0.0
timestep_8_feature_35,0.0
timestep_8_feature_36,0.0
timestep_2_feature_4,0.0
timestep_2_feature_5,0.0
timestep_2_feature_6,0.0
timestep_2_feature_7,0.0
timestep_1_feature_26,0.0
timestep_2_feature_10,0.0
timestep_2_feature_11,0.0
timestep_8_feature_44,0.0
timestep_8_feature_45,0.0
timestep_8_feature_46,0.0
timestep_8_feature_49,0.0
timestep_8_feature_50,0.0
timestep_1_feature_13,0.0
timestep_8_feature_53,0.0
timestep_8_feature_57,0.0
timestep_1_feature_14,0.0
timestep_8_feature_17,0.0
timestep_8_feature_18,0.0
timestep_8_feature_19,0.0
timestep_8_feature_20,0.0
timestep_1_feature_16,0.0
timestep_8_feature_22,0.0
timestep_8_feature_26,0.0
timestep_8_feature_37,0.0
timestep_8_feature_38,0.0
timestep_10_feature_130,0.0
timestep_3_feature_158,0.0
timestep_3_feature_160,0.0
timestep_4_feature_1,0.0
timestep_4_feature_3,0.0
timestep_4_feature_4,0.0
timestep_4_feature_5,0.0
timestep_4_feature_6,0.0
timestep_4_feature_7,0.0
timestep_3_feature_3,0.0
timestep_3_feature_6,0.0
timestep_3_feature_7,0.0
timestep_8_feature_42,0.0
timestep_8_feature_43,0.0
timestep_8_feature_88,0.0
timestep_8_feature_89,0.0
timestep_8_feature_90,0.0
timestep_8_feature_91,0.0
timestep_8_feature_59,0.0
timestep_8_feature_60,0.0
timestep_8_feature_62,0.0
timestep_10_feature_131,0.0
timestep_8_feature_65,0.0
timestep_8_feature_66,0.0
timestep_8_feature_68,0.0
timestep_8_feature_69,0.0
timestep_8_feature_70,0.0
timestep_8_feature_73,0.0
timestep_8_feature_74,0.0
timestep_8_feature_75,0.0
timestep_3_feature_8,0.0
timestep_3_feature_9,0.0
timestep_3_feature_11,0.0
timestep_10_feature_139,0.0
timestep_1_feature_3,0.0
timestep_3_feature_18,0.0
timestep_1_feature_1,0.0
timestep_3_feature_149,0.0
timestep_3_feature_150,0.0
timestep_3_feature_131,0.0
timestep_3_feature_133,0.0
timestep_8_feature_82,0.0
timestep_8_feature_83,0.0
timestep_8_feature_84,0.0
timestep_10_feature_160,0.0
timestep_8_feature_86,0.0
timestep_8_feature_114,0.0
timestep_8_feature_115,0.0
timestep_8_feature_116,0.0
timestep_8_feature_117,0.0
timestep_8_feature_93,0.0
timestep_1_feature_11,0.0
timestep_1_feature_154,0.0
timestep_1_feature_158,0.0
timestep_1_feature_160,0.0
timestep_2_feature_2,0.0
timestep_2_feature_3,0.0
timestep_8_feature_94,0.0
timestep_8_feature_97,0.0
timestep_8_feature_76,0.0
timestep_8_feature_78,0.0
timestep_8_feature_79,0.0
timestep_10_feature_97,0.0
timestep_8_feature_105,0.0
timestep_10_feature_98,0.0
timestep_3_feature_137,0.0
timestep_3_feature_138,0.0
timestep_3_feature_139,0.0
timestep_3_feature_140,0.0
timestep_3_feature_141,0.0
timestep_3_feature_142,0.0
timestep_3_feature_146,0.0
timestep_3_feature_109,0.0
timestep_8_feature_106,0.0
timestep_8_feature_107,0.0
timestep_8_feature_109,0.0
timestep_10_feature_99,0.0
timestep_8_feature_113,0.0
timestep_1_feature_145,0.0
timestep_1_feature_146,0.0
timestep_1_feature_147,0.0
timestep_8_feature_142,0.0
timestep_8_feature_144,0.0
timestep_8_feature_121,0.0
timestep_8_feature_122,0.0
timestep_8_feature_123,0.0
timestep_8_feature_125,0.0
timestep_8_feature_133,0.0
timestep_10_feature_100,0.0
timestep_8_feature_137,0.0
timestep_8_feature_138,0.0
timestep_8_feature_139,0.0
timestep_8_feature_101,0.0
timestep_8_feature_102,0.0
timestep_1_feature_134,0.0
timestep_3_feature_113,0.0
timestep_3_feature_114,0.0
timestep_3_feature_116,0.0
timestep_4_feature_121,0.0
timestep_5_feature_4,0.0
timestep_3_feature_123,0.0
timestep_3_feature_125,0.0
timestep_3_feature_127,0.0
timestep_3_feature_90,0.0
timestep_3_feature_91,0.0
timestep_3_feature_93,0.0
timestep_1_feature_137,0.0
timestep_1_feature_138,0.0
timestep_1_feature_141,0.0
timestep_1_feature_142,0.0
timestep_1_feature_130,0.0
timestep_1_feature_131,0.0
timestep_5_feature_5,0.0
timestep_8_feature_145,0.0
timestep_8_feature_146,0.0
timestep_8_feature_147,0.0
timestep_8_feature_148,0.0
timestep_8_feature_150,0.0
timestep_8_feature_153,0.0
timestep_8_feature_154,0.0
timestep_8_feature_160,0.0
timestep_9_feature_4,0.0
timestep_9_feature_6,0.0
timestep_8_feature_140,0.0
timestep_8_feature_141,0.0
timestep_4_feature_138,0.0
timestep_9_feature_28,0.0
timestep_9_feature_29,0.0
timestep_9_feature_30,0.0
timestep_9_feature_33,0.0
timestep_9_feature_34,0.0
timestep_9_feature_35,0.0
timestep_9_feature_36,0.0
timestep_9_feature_37,0.0
timestep_9_feature_38,0.0
timestep_4_feature_139,0.0
timestep_4_feature_140,0.0
timestep_9_feature_11,0.0
timestep_4_feature_145,0.0
timestep_4_feature_146,0.0
timestep_1_feature_122,0.0
timestep_1_feature_129,0.0
timestep_9_feature_45,0.0
timestep_9_feature_46,0.0
timestep_9_feature_49,0.0
timestep_4_feature_148,0.0
timestep_9_feature_51,0.0
timestep_9_feature_53,0.0
timestep_9_feature_58,0.0
timestep_9_feature_59,0.0
timestep_4_feature_150,0.0
timestep_4_feature_158,0.0
timestep_9_feature_18,0.0
timestep_4_feature_160,0.0
timestep_2_feature_116,0.0
timestep_9_feature_25,0.0
timestep_9_feature_26,0.0
timestep_9_feature_27,0.0
timestep_9_feature_41,0.0
timestep_9_feature_43,0.0
timestep_4_feature_118,0.0
timestep_5_feature_19,0.0
timestep_3_feature_98,0.0
timestep_3_feature_99,0.0
timestep_3_feature_101,0.0
timestep_5_feature_20,0.0
timestep_3_feature_103,0.0
timestep_5_feature_21,0.0
timestep_5_feature_25,0.0
timestep_3_feature_107,0.0
timestep_3_feature_108,0.0
timestep_3_feature_22,0.0
timestep_3_feature_25,0.0
timestep_3_feature_26,0.0
timestep_9_feature_78,0.0
timestep_9_feature_81,0.0
timestep_9_feature_82,0.0
timestep_9_feature_62,0.0
timestep_9_feature_65,0.0
timestep_5_feature_26,0.0
timestep_9_feature_68,0.0
timestep_9_feature_69,0.0
timestep_9_feature_70,0.0
timestep_9_feature_73,0.0
timestep_9_feature_74,0.0
timestep_9_feature_75,0.0
timestep_1_feature_101,0.0
timestep_1_feature_102,0.0
timestep_2_feature_117,0.0
timestep_2_feature_118,0.0
timestep_9_feature_92,0.0
timestep_9_feature_93,0.0
timestep_9_feature_94,0.0
timestep_9_feature_97,0.0
timestep_2_feature_121,0.0
timestep_9_feature_99,0.0
timestep_9_feature_100,0.0
timestep_1_feature_106,0.0
timestep_1_feature_107,0.0
timestep_2_feature_122,0.0
timestep_1_feature_109,0.0
timestep_1_feature_111,0.0
timestep_1_feature_114,0.0
timestep_1_feature_115,0.0
timestep_1_feature_116,0.0
timestep_9_feature_77,0.0
timestep_3_feature_70,0.0
timestep_9_feature_107,0.0
timestep_9_feature_108,0.0
timestep_9_feature_109,0.0
timestep_9_feature_110,0.0
timestep_9_feature_113,0.0
timestep_9_feature_115,0.0
timestep_9_feature_116,0.0
timestep_9_feature_117,0.0
timestep_9_feature_118,0.0
timestep_9_feature_83,0.0
timestep_9_feature_84,0.0
timestep_9_feature_85,0.0
timestep_9_feature_86,0.0
timestep_9_feature_89,0.0
timestep_9_feature_91,0.0
timestep_9_feature_101,0.0
timestep_9_feature_103,0.0
timestep_9_feature_105,0.0
timestep_3_feature_27,0.0
timestep_3_feature_28,0.0
timestep_3_feature_29,0.0
timestep_3_feature_30,0.0
timestep_3_feature_34,0.0
timestep_3_feature_83,0.0
timestep_3_feature_84,0.0
timestep_3_feature_85,0.0
timestep_3_feature_86,0.0
timestep_3_feature_89,0.0
timestep_3_feature_67,0.0
timestep_3_feature_68,0.0
timestep_3_feature_69,0.0
timestep_9_feature_141,0.0
timestep_9_feature_142,0.0
timestep_9_feature_143,0.0
timestep_9_feature_146,0.0
timestep_9_feature_122,0.0
timestep_9_feature_123,0.0
timestep_1_feature_85,0.0
timestep_1_feature_89,0.0
timestep_1_feature_90,0.0
timestep_1_feature_92,0.0
timestep_1_feature_93,0.0
timestep_1_feature_97,0.0
timestep_1_feature_98,0.0
timestep_1_feature_99,0.0
timestep_2_feature_123,0.0
timestep_9_feature_125,0.0
timestep_2_feature_125,0.0
timestep_10_feature_3,0.0
timestep_10_feature_6,0.0
timestep_10_feature_9,0.0
timestep_10_feature_11,0.0
timestep_1_feature_70,0.0
timestep_2_feature_129,0.0
timestep_9_feature_129,0.0
timestep_2_feature_130,0.0
timestep_9_feature_131,0.0
timestep_9_feature_132,0.0
timestep_9_feature_133,0.0
timestep_9_feature_134,0.0
timestep_9_feature_137,0.0
timestep_9_feature_138,0.0
timestep_9_feature_139,0.0
timestep_9_feature_149,0.0
timestep_2_feature_131,0.0
timestep_3_feature_73,0.0
timestep_3_feature_75,0.0
timestep_3_feature_76,0.0
timestep_3_feature_77,0.0
timestep_3_feature_78,0.0
timestep_3_feature_79,0.0
timestep_3_feature_81,0.0
timestep_3_feature_19,0.0
timestep_3_feature_20,0.0
timestep_3_feature_21,0.0
timestep_3_feature_50,0.0
timestep_3_feature_52,0.0
timestep_3_feature_53,0.0
timestep_9_feature_154,0.0
timestep_1_feature_73,0.0
timestep_1_feature_74,0.0
timestep_1_feature_75,0.0
timestep_5_feature_1,0.0
timestep_3_feature_105,0.0
timestep_1_feature_79,0.0
timestep_1_feature_80,0.0
timestep_1_feature_81,0.0
timestep_1_feature_82,0.0
timestep_1_feature_83,0.0
timestep_1_feature_84,0.0
timestep_10_feature_17,0.0
timestep_10_feature_18,0.0
timestep_10_feature_19,0.0
timestep_10_feature_20,0.0
timestep_9_feature_148,0.0
timestep_10_feature_46,0.0
timestep_10_feature_49,0.0
timestep_10_feature_51,0.0
timestep_10_feature_52,0.0
timestep_10_feature_26,0.0
timestep_10_feature_27,0.0
timestep_5_feature_3,0.0
timestep_1_feature_57,0.0
timestep_1_feature_58,0.0
timestep_1_feature_59,0.0
timestep_1_feature_60,0.0
timestep_1_feature_61,0.0
timestep_1_feature_62,0.0
timestep_1_feature_65,0.0
timestep_1_feature_67,0.0
timestep_1_feature_68,0.0
timestep_5_feature_38,0.0
timestep_3_feature_57,0.0
timestep_3_feature_59,0.0
timestep_3_feature_61,0.0
timestep_3_feature_62,0.0
timestep_5_feature_41,0.0
timestep_3_feature_65,0.0
timestep_3_feature_66,0.0
timestep_5_feature_42,0.0
timestep_10_feature_154,0.0
timestep_1_feature_4,0.0
timestep_10_feature_37,0.0
timestep_10_feature_42,0.0
timestep_10_feature_43,0.0
timestep_10_feature_44,0.0
timestep_10_feature_45,0.0
timestep_10_feature_89,0.0
timestep_10_feature_90,0.0
timestep_10_feature_91,0.0
timestep_10_feature_53,0.0
timestep_10_feature_54,0.0
timestep_10_feature_57,0.0
timestep_10_feature_58,0.0
timestep_10_feature_59,0.0
timestep_10_feature_60,0.0
timestep_10_feature_62,0.0
timestep_10_feature_65,0.0
timestep_5_feature_44,0.0
timestep_10_feature_68,0.0
timestep_10_feature_70,0.0
timestep_10_feature_30,0.0
timestep_10_feature_33,0.0
timestep_1_feature_49,0.0
timestep_5_feature_45,0.0
timestep_5_feature_46,0.0
timestep_10_feature_92,0.0
timestep_10_feature_93,0.0
timestep_10_feature_94,0.0
timestep_10_feature_74,0.0
timestep_10_feature_75,0.0
timestep_10_feature_76,0.0
timestep_5_feature_8,0.0
timestep_10_feature_78,0.0
timestep_5_feature_9,0.0
timestep_10_feature_82,0.0
timestep_10_feature_83,0.0
timestep_10_feature_85,0.0
timestep_10_feature_86,0.0
timestep_10_feature_105,0.0
timestep_10_feature_106,0.0
timestep_10_feature_107,0.0
timestep_10_feature_108,0.0
timestep_10_feature_110,0.0
timestep_10_feature_115,0.0
timestep_10_feature_116,0.0
timestep_1_feature_37,0.0
timestep_1_feature_38,0.0
timestep_5_feature_11,0.0
timestep_1_feature_41,0.0
timestep_1_feature_42,0.0
timestep_1_feature_43,0.0
timestep_1_feature_44,0.0
timestep_1_feature_45,0.0
timestep_1_feature_46,0.0
timestep_10_feature_102,0.0
timestep_4_feature_122,0.0
timestep_4_feature_123,0.0
timestep_5_feature_16,0.0
timestep_1_feature_18,0.0
timestep_1_feature_19,0.0
timestep_1_feature_20,0.0
timestep_10_feature_141,0.0
timestep_10_feature_144,0.0
timestep_5_feature_17,0.0
timestep_10_feature_148,0.0
timestep_10_feature_149,0.0
timestep_1_feature_21,0.0
timestep_1_feature_22,0.0
timestep_1_feature_25,0.0
timestep_3_feature_36,0.0
timestep_3_feature_35,0.0
timestep_3_feature_37,0.0
timestep_3_feature_38,0.0
timestep_5_feature_18,0.0
timestep_3_feature_42,0.0
timestep_3_feature_43,0.0
timestep_3_feature_44,0.0
timestep_3_feature_45,0.0
timestep_3_feature_46,0.0
timestep_3_feature_49,0.0
timestep_10_feature_117,0.0
timestep_10_feature_118,0.0
timestep_10_feature_122,0.0
timestep_10_feature_123,0.0
timestep_10_feature_101,0.0
timestep_1_feature_77,0.0
